participant,sex,age,relat,income,DS_Inst,DS1,DS2,DS3,DS4,DS5,DS6,DS7,Target,Value,Alex_inst,Alex_height,Alex_weight,Alex_age,Alex_wealth,Alex_intelligent,Alex_attractive,Alex_kind,Alex_honest,Alex_care,comfort_inst,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,WTR_INST,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,English_Exclude
474,2,40,1,16,1,7,3,6,7,4,5,7,14,1,1,8,8,11,7,6,7,10,10,8,1,1,1,1,1,1,1,4,3,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
571,2,40,1,6,1,7,7,6,4,5,4,6,7,1,1,10,9,8,4,8,7,9,10,7,1,4,1,4,1,2,2,3,2,3,3,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
654,1,40,1,15,1,3,2,2,2,2,2,2,16,0,1,13,8,13,6,6,6,3,3,6,1,1,1,1,1,1,4,1,3,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
701,2,40,1,4,1,4,4,5,3,6,7,5,8,1,1,17,13,15,8,9,8,9,10,6,1,1,1,1,1,1,3,1,2,1,1,1,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
705,1,40,1,10,1,4,5,3,1,5,4,6,16,0,1,10,7,6,7,6,8,3,2,5,1,3,2,3,1,3,5,5,2,4,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
751,1,40,1,9,1,4,3,3,3,3,4,4,11,1,1,10,9,6,4,5,3,8,9,6,1,2,1,3,1,4,3,4,3,2,1,1,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
755,1,40,2,1,1,2,7,7,4,7,4,7,10,1,1,15,14,10,8,10,6,9,10,11,1,2,1,3,1,1,2,3,1,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
826,1,40,1,21,1,5,5,6,5,5,4,5,2,1,1,8,8,8,7,8,6,10,9,10,1,1,2,2,2,1,3,2,2,1,2,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
840,1,40,1,18,1,2,3,3,4,2,3,4,28,0,1,8,8,11,8,8,6,2,2,3,1,2,2,4,3,3,4,5,5,2,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.45,0
898,1,40,1,27,1,5,2,3,5,5,4,4,39,0,1,9,5,14,7,8,8,3,3,5,1,7,4,5,3,6,3,4,3,6,6,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
67,1,39,2,5,1,3,4,3,2,2,4,5,3,1,1,7,6,12,8,9,6,10,10,9,1,4,3,3,2,2,3,3,2,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
84,1,39,1,18,1,6,5,2,5,3,7,6,1,0,1,15,17,20,5,7,4,1,2,4,1,1,1,1,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
119,1,39,1,9,1,5,4,3,3,5,1,2,25,0,1,6,9,13,5,6,6,2,3,4,1,2,1,4,1,1,2,3,3,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
151,2,39,2,3,1,4,5,2,2,4,3,4,15,0,1,7,6,9,8,9,7,3,2,1,1,5,3,6,4,6,2,7,3,5,7,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
176,2,39,1,7,1,7,7,4,4,7,7,7,27,1,1,6,3,11,9,8,6,9,9,8,1,1,1,4,1,1,1,1,4,1,1,1,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
192,2,39,1,28,1,6,4,4,4,4,4,6,19,1,1,14,11,18,7,8,8,9,9,8,1,2,2,4,2,3,2,4,2,2,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
196,1,39,2,6,1,5,7,6,6,5,5,7,25,0,1,6,5,13,6,7,4,1,1,1,1,3,1,3,1,3,1,3,1,3,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
218,2,39,1,7,1,6,6,5,4,5,6,7,3,1,1,7,8,12,6,8,7,9,11,8,1,4,4,5,2,2,6,5,2,4,6,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
231,1,39,1,10,1,6,7,5,6,6,6,7,18,0,1,14,10,18,7,6,5,1,1,4,1,1,2,3,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
279,1,39,2,28,1,7,4,5,7,5,7,7,25,1,1,8,5,19,6,6,7,8,8,8,1,4,3,3,1,4,2,3,3,3,4,1,1.55,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
337,2,39,1,24,1,4,3,2,4,4,4,5,6,1,1,9,9,15,6,9,8,9,8,9,1,4,5,4,2,5,3,5,5,4,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
426,2,39,1,9,1,6,4,4,3,4,6,7,3,0,1,6,5,21,6,5,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
455,2,39,1,4,1,5,4,4,3,4,5,6,26,0,1,5,5,10,7,6,6,3,2,4,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
506,1,39,1,30,1,6,6,4,6,3,7,7,26,0,1,3,3,11,4,7,4,2,2,3,1,5,1,5,1,1,4,5,2,2,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
550,1,39,1,30,1,5,3,4,4,4,3,4,13,0,1,11,10,18,6,4,6,2,3,1,1,2,2,1,2,2,3,2,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
554,2,39,1,12,1,7,1,3,4,2,4,6,2,0,1,9,9,18,8,6,4,1,1,6,1,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
577,2,39,1,1,1,4,4,6,6,6,7,7,14,0,1,11,6,11,8,7,6,3,3,9,1,4,1,2,2,1,4,5,2,5,4,1,1.55,1.35,0,0,0.75,0,0,0.15,-0.05,-0.25,1.55,1.35,0,0,0.75,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0
650,2,39,1,11,1,3,6,6,2,5,7,7,28,0,1,10,3,5,5,4,1,1,1,2,1,1,1,3,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
652,1,39,1,11,1,6,7,5,6,4,5,7,33,1,1,7,4,11,7,7,6,10,10,8,1,5,3,5,2,5,3,6,4,4,5,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
663,1,39,2,20,1,5,6,4,3,3,4,7,3,1,1,9,8,9,8,10,5,10,10,1,1,1,1,1,1,1,3,1,1,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
718,1,39,1,6,1,4,4,3,3,3,3,4,25,1,1,6,7,20,9,7,6,11,11,8,1,6,3,1,1,1,3,3,3,6,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
719,2,39,1,12,1,6,3,6,3,7,4,6,40,0,1,5,4,5,4,5,5,2,2,3,1,2,3,6,1,3,2,4,2,4,6,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
721,1,39,1,3,1,3,2,4,1,2,1,2,4,0,1,12,9,14,4,4,3,2,3,1,1,4,4,4,2,3,2,4,3,4,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
724,1,39,2,7,1,6,3,4,5,4,4,6,9,1,1,12,9,11,7,7,8,9,11,6,1,6,6,7,1,3,3,5,2,3,3,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
814,1,39,2,7,1,6,7,5,6,5,5,6,10,1,1,11,8,11,7,9,10,8,9,8,1,5,2,3,3,5,5,3,2,4,3,1,0,1.35,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
20,1,38,1,20,1,5,5,4,4,6,5,5,9,1,1,15,12,11,7,8,6,8,7,9,1,3,3,4,3,5,4,5,5,3,4,1,0,0,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0
21,1,38,2,5,1,7,4,2,1,3,1,4,24,1,1,7,5,10,7,9,8,10,10,11,1,3,4,5,3,6,1,4,4,3,2,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
30,1,38,1,12,1,4,3,3,3,3,2,4,28,1,1,9,5,17,5,6,8,10,10,6,1,7,5,7,2,4,2,7,3,5,7,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
48,1,38,1,13,1,6,4,3,4,5,3,6,8,1,1,13,7,11,7,8,6,10,9,7,1,4,3,4,1,3,3,4,4,4,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,1.55,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
60,1,38,1,15,1,5,7,7,3,5,2,7,39,0,1,10,5,11,3,2,11,2,3,4,1,3,1,2,1,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
73,2,38,1,23,1,5,7,4,5,6,5,7,26,0,1,5,3,5,8,7,7,4,3,3,1,3,1,2,1,1,1,2,1,1,2,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
132,2,38,1,3,1,6,4,3,4,4,7,4,9,1,1,11,8,18,6,9,8,10,10,11,1,1,4,7,1,2,1,6,2,1,7,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
214,1,38,1,12,1,4,6,1,3,5,4,6,24,0,1,9,7,10,6,7,3,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
221,2,38,1,29,1,7,4,4,3,4,7,7,27,0,1,3,2,7,8,10,8,1,1,1,1,1,3,2,1,1,1,2,3,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0
248,2,38,1,19,1,5,6,4,3,4,2,7,39,0,1,8,7,13,8,5,5,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
257,2,38,2,7,1,3,3,3,6,4,1,2,3,1,1,9,8,15,6,6,6,9,11,8,1,3,1,5,2,4,3,7,3,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
332,1,38,2,7,1,6,3,3,3,4,5,5,27,1,1,4,2,6,7,8,7,11,11,9,1,6,5,7,2,5,5,7,2,5,7,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
432,1,38,1,24,1,7,5,4,6,6,7,6,21,0,1,8,4,19,7,6,2,2,2,4,1,2,1,2,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
481,2,38,1,14,1,5,5,5,5,6,5,6,29,1,1,10,10,8,6,8,6,8,9,9,1,2,1,2,2,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
619,2,38,1,6,1,7,6,6,7,7,4,5,20,0,1,6,7,10,5,5,4,2,2,6,1,3,3,3,3,3,4,3,3,3,3,1,1.55,1.35,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
640,2,38,1,14,1,7,5,6,6,4,5,6,13,0,1,13,10,9,7,5,6,1,2,5,1,2,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
661,2,38,2,17,1,4,3,4,5,4,3,4,34,1,1,7,5,12,7,7,7,9,9,6,1,4,3,4,3,3,3,4,3,3,4,1,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
670,2,38,1,12,1,5,4,3,4,4,5,6,33,1,1,6,5,11,6,5,6,9,8,8,1,5,4,5,2,3,3,4,3,3,4,1,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
679,2,38,2,5,1,6,3,4,4,5,7,3,33,0,1,9,5,14,7,8,3,2,2,1,1,3,4,3,3,3,3,4,2,4,4,1,0,0,0,0,0,0,0,0,-0.05,-0.45,1.55,1.35,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0,0,0,0,0,-0.05,-0.45,0
714,1,38,2,7,1,7,6,7,7,7,3,7,32,1,1,5,5,10,8,9,10,11,8,7,1,5,7,5,1,5,1,6,5,5,7,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
781,1,38,2,16,1,4,2,1,5,5,4,1,20,0,1,13,14,10,6,7,7,3,2,1,1,5,4,4,3,4,5,4,3,6,6,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
803,2,38,1,6,1,6,3,7,7,4,4,7,4,1,1,16,10,14,8,7,7,9,9,6,1,1,1,3,1,1,4,4,1,1,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
807,1,38,1,7,1,3,5,2,3,3,2,4,17,0,1,9,6,9,6,6,9,4,4,8,1,4,6,4,2,3,2,7,3,4,6,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
856,2,38,1,14,1,7,3,5,7,6,6,7,12,1,1,12,9,11,8,9,10,10,11,11,1,4,1,4,1,1,2,4,1,2,7,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
874,2,38,1,4,1,4,2,3,2,3,2,5,17,1,1,13,9,18,7,7,8,6,6,1,1,4,3,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
902,1,38,1,10,1,2,6,7,3,5,2,6,4,0,1,14,12,8,5,7,9,2,3,7,1,5,6,7,3,5,2,6,2,5,6,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
903,2,38,1,13,1,7,3,7,7,7,4,2,30,1,1,6,4,15,5,8,8,9,10,7,1,4,1,4,1,1,1,4,1,1,1,1,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
2,2,37,1,8,1,5,4,3,4,6,4,6,31,0,1,6,8,11,6,5,7,3,2,6,1,2,3,3,2,5,3,4,3,2,5,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0
56,1,37,1,19,1,6,6,5,4,5,5,6,18,1,1,11,9,11,6,8,6,9,9,9,1,4,2,2,1,1,7,3,2,2,3,1,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0
81,1,37,2,2,1,3,3,3,3,3,3,3,29,1,1,8,7,10,6,6,7,8,8,6,1,2,2,3,3,4,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
98,1,37,1,13,1,3,5,2,5,3,2,6,22,0,1,3,11,18,8,3,3,1,1,2,1,2,2,2,1,2,1,3,3,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
111,2,37,1,16,1,6,2,3,6,4,5,6,25,1,1,6,6,24,8,8,6,10,10,11,1,3,1,4,1,1,1,2,1,3,3,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
144,1,37,1,13,1,7,1,3,4,5,5,4,25,1,1,3,6,23,6,8,6,10,10,11,1,1,1,1,1,5,3,2,3,1,4,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.45,0
157,1,37,1,12,1,4,3,4,2,5,3,5,13,0,1,9,7,11,6,4,4,3,3,2,1,1,1,4,1,1,2,4,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
162,1,37,1,10,1,7,7,7,7,7,7,7,39,1,1,8,8,11,11,11,11,11,11,11,1,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0.95,0,0,0,0,-0.05,-0.45,1.55,1.35,1.15,0.95,0,0,0,0.15,-0.05,-0.25,0,0,1.15,0,0,0,0.35,0.15,0,-0.45,1
172,1,37,1,20,1,3,3,3,3,4,3,4,8,1,1,13,9,8,8,9,8,9,10,9,1,3,1,2,2,1,3,2,1,1,1,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
232,1,37,2,4,1,5,5,4,6,4,3,5,24,1,1,7,5,11,8,8,5,7,9,7,1,6,4,6,3,4,6,5,5,6,5,1,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
246,1,37,1,27,1,2,2,1,1,2,2,3,3,1,1,9,6,9,7,8,5,9,10,6,1,3,2,5,2,2,3,5,3,2,6,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
249,1,37,1,10,1,5,6,4,5,4,6,4,24,0,1,7,4,11,7,5,6,3,2,4,1,2,2,2,3,3,2,2,3,2,3,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
251,2,37,1,17,1,6,4,5,7,7,5,7,18,0,1,14,6,16,10,6,4,4,4,4,1,2,1,4,1,3,3,5,2,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,1.55,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
385,2,37,1,24,1,6,5,4,4,4,5,6,16,0,1,10,6,6,3,8,8,1,1,6,1,2,1,3,2,1,2,3,2,1,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
412,1,37,2,13,1,5,1,3,5,6,6,2,38,0,1,6,5,13,8,5,6,2,1,3,1,3,2,7,1,3,5,7,1,2,5,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
423,2,37,1,6,1,7,7,7,7,7,4,7,18,0,1,2,3,12,6,3,5,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
425,1,37,1,8,1,6,3,2,4,3,6,5,4,0,1,14,11,12,6,5,6,1,2,2,1,2,1,3,1,1,1,4,1,2,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
440,1,37,2,2,1,4,4,3,3,5,6,6,36,0,1,6,11,9,8,8,3,1,1,3,1,2,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
442,2,37,1,7,1,5,2,4,2,4,4,4,35,0,1,2,3,13,4,6,7,2,2,6,1,1,1,1,1,1,4,1,1,1,4,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
461,2,37,1,9,1,6,5,5,5,6,4,6,34,0,1,8,5,13,5,4,6,1,1,1,1,2,2,2,3,2,3,2,1,2,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
477,1,37,2,5,1,6,3,5,5,5,4,4,8,0,1,7,5,8,7,6,5,2,3,3,1,4,2,3,2,3,3,4,2,3,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
509,2,37,1,9,1,7,4,4,6,4,7,6,24,0,1,7,5,10,6,7,7,1,1,6,1,3,4,3,3,1,1,6,5,5,6,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0.35,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0
