participant,sex,age,relat,income,DS_Inst,DS1,DS2,DS3,DS4,DS5,DS6,DS7,Target,Value,Alex_inst,Alex_height,Alex_weight,Alex_age,Alex_wealth,Alex_intelligent,Alex_attractive,Alex_kind,Alex_honest,Alex_care,comfort_inst,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,WTR_INST,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,English_Exclude
291,2,50,1,7,1,3,5,3,2,7,5,2,24,1,1,7,7,16,7,10,7,9,9,10,1,3,5,5,3,2,3,4,4,3,3,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
375,1,50,1,7,1,5,4,3,4,4,3,3,15,0,1,7,8,8,4,6,6,3,1,3,1,2,4,2,1,1,2,4,4,2,3,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
443,2,50,1,19,1,3,4,2,3,4,4,5,11,1,1,11,11,9,5,9,8,9,10,10,1,2,2,4,2,4,2,5,5,2,4,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
589,2,50,1,14,1,7,5,7,6,6,7,6,19,1,1,11,8,15,7,9,8,10,10,11,1,3,5,5,2,6,2,6,3,5,7,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,1.55,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0,0.15,-0.05,-0.25,0
616,2,50,1,9,1,7,5,3,3,4,3,5,26,1,1,4,2,9,6,9,7,9,9,8,1,1,1,2,1,2,2,5,3,1,4,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
787,2,50,1,6,1,7,4,7,4,7,4,7,28,0,1,6,4,18,6,6,3,3,3,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
837,2,50,1,3,1,6,5,5,6,5,7,6,13,0,1,11,9,10,7,6,6,3,3,5,1,1,1,2,1,1,4,1,2,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0
883,1,50,1,4,1,5,4,5,3,6,6,4,38,0,1,5,3,5,9,3,9,1,1,4,1,6,4,7,3,3,3,7,4,5,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
892,2,50,1,6,1,5,5,5,4,6,3,6,13,0,1,11,11,11,6,7,7,1,1,7,1,1,1,2,1,2,5,1,2,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0
79,1,49,1,11,1,5,3,3,2,5,3,3,20,1,1,12,11,17,6,6,7,8,10,9,1,2,2,4,1,2,4,3,3,2,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
128,2,49,2,15,1,3,6,3,5,4,4,3,32,0,1,5,4,10,6,5,5,2,2,3,1,2,2,3,1,2,3,3,1,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
250,2,49,1,13,1,5,4,4,3,4,4,4,21,1,1,11,7,13,6,9,6,9,10,10,1,3,4,4,3,4,3,3,5,3,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
256,1,49,1,14,1,3,3,4,2,3,3,4,29,1,1,7,7,10,7,8,7,10,10,10,1,5,5,6,3,4,4,7,4,5,5,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
298,2,49,2,5,1,6,7,5,7,7,6,7,12,0,1,14,10,11,5,6,5,5,5,5,1,1,2,2,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
312,1,49,2,6,1,2,2,2,1,2,1,1,36,0,1,6,5,7,3,4,4,2,3,1,1,3,2,4,3,4,4,3,3,3,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
472,2,49,2,5,1,3,6,4,3,5,7,6,5,0,1,12,8,24,7,3,8,2,3,10,1,2,1,4,5,2,3,6,3,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
553,1,49,1,10,1,2,3,3,4,4,2,5,26,1,1,5,4,12,7,9,7,9,10,9,1,4,3,6,3,4,5,6,3,5,5,1,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
611,2,49,2,13,1,7,4,2,4,2,3,7,10,1,1,11,8,13,8,8,7,11,9,9,1,1,1,1,2,4,4,2,4,4,1,1,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
676,1,49,2,9,1,6,5,4,7,5,1,7,32,1,1,9,7,6,5,9,6,9,9,10,1,4,4,4,1,1,6,6,7,3,4,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.45,0
694,1,49,2,10,1,7,4,4,3,5,5,5,31,1,1,8,5,15,8,9,9,9,9,8,1,6,5,7,2,5,3,6,2,6,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
750,1,49,1,23,1,2,3,4,2,5,2,4,30,0,1,7,8,15,7,6,3,1,4,3,1,3,1,4,2,1,2,1,4,2,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
796,1,49,1,5,1,5,4,3,4,3,4,6,7,0,1,11,8,8,7,8,6,1,1,1,1,2,2,2,1,3,2,2,2,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
35,2,48,1,11,1,7,3,2,1,4,3,5,5,1,1,13,8,18,6,7,7,8,9,9,1,3,3,1,3,3,4,3,2,2,5,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.45,0
109,2,48,2,9,1,5,4,4,4,4,7,4,23,1,1,6,7,13,6,6,6,10,9,9,1,3,3,3,3,3,4,3,4,4,3,1,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
156,2,48,2,2,1,6,2,4,3,4,6,1,29,1,1,6,8,8,6,7,5,10,10,9,1,3,2,7,2,5,6,3,1,6,3,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
167,2,48,2,9,1,5,6,4,3,3,4,6,20,1,1,12,11,11,6,7,10,10,10,8,1,6,2,5,3,2,4,5,6,6,3,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.45,0,0,0,0,0,0,0.35,0.15,-0.05,-0.45,0
303,2,48,1,10,1,3,3,2,2,3,3,3,27,1,1,5,3,7,6,9,6,7,10,7,1,1,2,2,1,2,3,2,3,2,2,1,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,1.35,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
334,1,48,1,13,1,7,5,4,5,6,6,5,24,1,1,6,7,13,7,7,6,7,8,6,1,3,3,3,3,2,3,3,4,1,3,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0
396,1,48,2,8,1,5,4,4,4,5,5,4,8,0,1,9,7,10,6,8,5,2,1,1,1,2,2,2,1,1,2,3,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
490,2,48,2,1,1,4,2,2,6,3,6,3,14,0,1,7,6,11,6,5,6,1,3,6,1,1,1,1,1,1,2,2,3,2,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
574,1,48,1,30,1,4,5,3,4,4,4,5,9,1,1,10,13,23,4,8,4,9,9,7,1,4,4,3,2,3,3,4,2,3,3,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
788,1,48,1,4,1,4,4,2,4,3,5,4,36,1,1,3,3,5,8,9,7,10,10,9,1,5,3,3,2,4,3,3,3,3,2,1,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
842,2,48,1,17,1,3,4,3,2,3,3,4,33,0,1,7,6,15,8,9,8,1,1,6,1,1,1,1,1,1,4,1,3,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
868,1,48,2,5,1,4,3,3,2,2,1,2,24,1,1,9,5,7,8,9,7,10,9,9,1,7,7,7,5,7,6,7,5,7,7,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
62,1,47,1,28,1,7,7,4,4,7,6,7,33,0,1,9,1,9,11,11,11,9,9,10,1,7,5,6,6,7,7,6,6,4,7,1,0,0,0,0,0,0.55,0,0,0,-0.25,0,0,1.15,0.95,0,0,0.35,0,0,-0.45,1.55,0,1.15,0,0,0,0,0.15,0,-0.45,1
168,2,47,2,3,1,4,4,5,4,4,4,3,30,1,1,6,4,13,5,5,7,8,7,6,1,4,3,5,3,5,5,5,5,3,5,1,0,0,1.15,0,0,0,0,0.15,0,-0.45,0,0,1.15,0.95,0.75,0,0,0.15,0,-0.45,1.55,0,1.15,0.95,0,0.55,0,0.15,0,-0.45,0
239,2,47,1,9,1,7,7,6,7,7,7,7,38,0,1,4,5,8,10,10,6,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
258,1,47,2,3,1,7,7,6,3,6,4,4,20,1,1,12,9,9,8,9,8,9,10,2,1,1,6,4,1,1,1,5,1,1,1,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
269,2,47,2,12,1,4,6,4,3,5,3,6,37,1,1,6,5,6,6,8,6,9,9,5,1,1,1,2,3,2,2,3,3,1,3,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
297,2,47,1,12,1,7,7,4,6,6,3,7,24,0,1,7,9,17,5,6,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
348,1,47,1,24,1,3,4,2,2,4,2,4,23,1,1,8,6,11,5,6,3,7,6,7,1,3,2,3,2,2,4,5,2,3,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
356,1,47,1,22,1,6,4,5,3,3,6,6,6,0,1,10,12,15,8,5,6,2,2,6,1,4,4,4,3,4,2,5,3,4,3,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
424,2,47,2,5,1,7,3,3,4,4,6,6,34,0,1,8,5,14,7,4,8,3,2,5,1,3,2,5,2,3,3,5,4,1,5,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
446,1,47,1,25,1,5,3,4,5,6,6,6,29,0,1,6,8,14,7,6,5,2,3,4,1,2,1,3,1,2,3,3,1,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
450,2,47,2,20,1,7,7,6,1,6,6,6,25,0,1,7,6,22,7,8,6,6,6,6,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
496,2,47,1,19,1,6,4,4,4,4,4,2,18,1,1,13,12,13,7,8,9,10,10,6,1,3,3,2,1,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
502,2,47,1,15,1,5,5,5,4,5,5,6,22,0,1,6,9,16,7,7,3,2,3,6,1,1,1,2,1,1,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
551,1,47,2,1,1,7,2,4,4,5,4,6,6,0,1,15,18,10,7,5,4,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
653,2,47,1,1,1,4,3,2,3,2,3,3,35,1,1,4,4,10,6,9,8,6,6,6,1,1,1,1,1,3,1,3,1,1,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.45,0
97,2,46,2,7,1,4,3,2,3,5,2,4,30,0,1,8,5,9,9,7,5,2,4,10,1,3,1,5,2,5,5,4,3,2,5,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
187,1,46,1,9,1,5,3,4,6,4,1,4,9,1,1,9,8,21,8,8,7,10,10,8,1,2,3,2,2,5,5,3,2,2,5,1,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
285,1,46,2,3,1,7,5,4,6,6,7,7,1,0,1,12,14,19,6,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
311,1,46,1,7,1,6,6,4,2,6,7,7,25,1,1,7,8,19,8,9,5,10,11,9,1,3,1,3,1,1,3,3,1,2,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
342,1,46,1,7,1,7,7,4,3,5,4,5,34,1,1,4,3,6,6,10,8,11,11,11,1,7,7,7,4,7,6,7,7,7,4,1,0,0,0,0,0.75,0.55,0,0,-0.05,-0.25,1.55,1.35,1.15,0.95,0,0,0,0.15,-0.05,-0.25,1.55,0,1.15,0.95,0,0.55,0,0,0,-0.25,0
358,2,46,1,4,1,7,7,7,7,7,7,7,18,0,1,9,6,6,2,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0
485,2,46,2,2,1,7,4,4,4,7,4,7,14,1,1,10,7,9,7,11,8,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0
513,2,46,1,3,1,7,5,6,3,6,4,7,2,0,1,13,14,18,4,8,7,1,4,3,1,1,2,3,1,1,1,3,2,1,3,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
635,2,46,2,6,1,4,6,6,2,6,6,6,2,0,1,6,9,18,7,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
649,1,46,2,6,1,7,7,4,2,7,4,4,15,0,1,9,8,8,7,8,9,1,1,1,1,7,1,5,1,3,7,5,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
709,1,46,1,6,1,4,3,4,4,3,3,6,38,0,1,6,3,6,4,6,8,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
730,2,46,1,15,1,7,7,7,5,7,7,7,25,0,1,8,7,7,1,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,1
734,2,46,1,19,1,7,6,5,6,6,7,5,39,1,1,6,5,12,7,9,10,10,10,11,1,2,2,3,1,4,2,4,1,2,4,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0.75,0,0.35,0.15,-0.05,-0.45,0
743,2,46,1,7,1,4,4,7,1,5,7,7,29,0,1,3,10,12,5,6,5,1,1,1,1,1,1,4,1,1,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
769,2,46,1,12,1,5,7,4,3,6,6,7,39,1,1,8,6,10,4,8,8,10,10,11,1,6,6,6,3,5,5,6,6,6,6,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
869,2,46,1,14,1,4,4,5,4,7,4,6,37,1,1,7,5,19,8,9,9,10,11,11,1,2,2,3,1,3,2,4,4,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
12,1,45,2,12,1,5,5,2,3,3,4,5,6,0,1,7,13,29,8,6,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
107,1,45,1,20,1,5,5,3,4,5,4,5,29,1,1,7,6,10,8,8,6,10,10,10,1,3,6,2,1,4,4,4,1,2,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
216,2,45,1,12,1,7,5,6,5,6,4,7,2,1,1,6,8,9,9,10,8,10,11,10,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
236,2,45,1,1,1,5,5,4,5,6,4,5,32,1,1,7,6,11,6,8,8,11,11,10,1,1,2,1,1,1,3,3,1,1,2,1,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
325,2,45,1,23,1,2,4,4,3,4,1,3,8,1,1,15,11,7,8,9,7,11,11,11,1,5,1,6,1,7,1,5,3,7,7,1,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,0,0.95,0,0,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
399,1,45,1,5,1,5,4,4,4,3,3,5,11,0,1,9,7,6,5,7,4,3,4,6,1,3,3,4,2,2,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
529,1,45,1,1,1,6,6,4,6,6,5,5,12,0,1,13,8,8,9,8,4,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
584,1,45,2,4,1,5,5,2,4,4,5,5,16,1,1,12,8,8,9,8,9,9,8,7,1,4,3,2,2,2,2,3,3,3,4,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
609,2,45,2,2,1,7,4,6,6,4,5,7,28,0,1,6,5,10,6,7,7,1,3,5,1,1,1,3,2,2,3,4,3,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
610,2,45,2,18,1,6,4,3,4,6,5,6,18,0,1,11,8,14,4,6,4,2,2,1,1,2,2,4,1,2,2,4,3,2,2,1,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
669,2,45,1,23,1,7,5,7,4,6,5,4,19,1,1,11,6,17,3,5,5,10,10,8,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0.15,0,-0.45,0,1.35,1.15,0,0.75,0,0.35,0.15,-0.05,-0.45,0,1.35,0,0,0,0,0,0,-0.05,-0.25,0
691,2,45,1,10,1,6,4,4,5,6,6,5,39,0,1,5,4,10,7,9,9,3,2,2,1,1,1,2,1,1,2,3,2,1,3,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
698,2,45,1,14,1,6,4,5,5,5,5,4,6,0,1,10,14,22,7,6,4,2,1,1,1,3,2,4,2,2,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
702,2,45,1,30,1,6,4,4,6,5,7,5,24,0,1,6,10,8,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
865,2,45,1,10,1,6,7,5,6,6,5,6,16,0,1,11,9,8,4,5,1,3,2,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
891,1,45,1,9,1,7,3,7,5,6,3,7,18,0,1,11,8,10,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
37,1,44,2,4,1,4,3,1,2,2,2,1,33,0,1,5,3,9,5,3,6,2,4,6,1,6,4,6,4,5,4,6,4,4,4,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
150,2,44,1,30,1,5,5,3,5,5,5,7,19,1,1,10,9,9,6,8,8,9,10,11,1,3,4,3,1,4,5,4,2,3,3,1,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
191,2,44,1,28,1,4,3,2,3,2,3,4,12,1,1,15,9,8,5,7,7,9,9,6,1,3,7,5,4,4,5,6,5,3,6,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
