participant,sex,age,relat,income,poli_soc,poli_econ,trust_gen,DS1,DS2,DS3,DS4,DS5,DS6,DS7,relationship_category,part_leng,part_sex,part_age,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH9,HH10,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,37_54,37_46,37_39,37_31,37_24,37_17,37_9,37_2,37_-6,37_-13,23_33,23_29,23_24,23_20,23_15,23_10,23_6,23_1,23_-3,23_-8,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,68_99,68_85,68_71,68_58,68_44,68_31,68_17,68_3,68_-10,68_-24,English_exclude
428,2,28,1,18,1,1,10,3,3,3,2,3,3,4,1,10,1,28,5,3,3,4,5,4,4,4,5,4,7,6,6,6,6,5,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
429,1,24,2,9,4,4,6,4,6,2,4,5,4,3,3,1,2,24,3,3,3,3,4,3,3,3,2,2,4,4,4,4,4,4,4,5,4,4,1.55,1.35,1.15,0.95,0,0.55,0,0.15,-0.05,-0.25,0,1.35,0,0.95,0,0.55,0.35,0,-0.05,-0.25,1.55,1.35,0,0.95,0,0.55,0.35,0,-0.05,-0.45,0,0,0,0,0.75,0,0,0,0,-0.45,1.55,0,1.15,0.95,0.75,0,0,0,0,-0.25,0,1.35,0,0.95,0,0.55,0,0.15,-0.05,-0.25,0
430,2,33,1,19,1,1,4,7,2,4,4,5,4,4,4,4,2,36,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
431,1,25,2,10,6,2,7,6,3,4,3,3,3,5,2,6,2,55,4,1,5,3,5,2,4,4,2,2,7,7,7,6,7,7,7,6,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
432,1,30,1,7,3,3,4,4,5,5,3,6,3,6,2,13,1,30,5,5,1,5,5,5,5,5,1,5,1,1,1,1,1,4,1,1,1,1,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
433,2,34,1,18,2,2,8,6,5,2,4,5,4,7,1,9,1,30,3,5,2,4,4,5,4,4,4,5,7,7,7,4,7,6,7,6,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
434,1,30,2,4,4,4,7,7,7,3,5,4,5,5,4,8,1,28,1,1,2,2,1,1,2,4,1,1,7,6,6,2,4,5,6,3,3,6,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.45,0
435,2,32,1,12,1,3,8,7,6,7,6,5,7,7,2,8,2,33,3,5,5,5,2,3,2,5,2,5,6,6,7,1,5,5,7,4,6,6,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
436,1,33,1,13,5,6,7,4,4,4,5,6,4,6,3,3,1,40,4,4,2,2,2,3,3,2,4,5,4,2,2,2,2,2,5,3,4,3,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
437,2,33,1,11,6,6,9,4,6,4,4,3,4,7,1,13,1,36,3,2,3,4,2,2,3,5,2,4,7,5,7,7,7,7,7,7,7,6,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
438,2,27,2,12,7,7,11,1,1,1,1,1,1,1,2,6,2,27,3,3,3,3,1,3,3,2,3,3,5,5,5,6,5,5,6,6,5,5,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0.35,0,-0.05,-0.25,1.55,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0.55,0,0,-0.05,-0.25,0
439,1,52,1,13,5,7,4,3,5,3,2,6,6,4,3,13,2,48,3,4,4,4,3,4,4,4,4,4,6,5,6,1,6,6,6,6,6,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
440,1,35,1,20,2,6,5,7,4,6,5,6,6,5,1,13,2,35,5,2,4,4,5,4,4,4,5,4,7,5,6,5,5,7,6,5,6,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
441,2,32,1,19,1,2,7,5,4,3,6,3,6,4,4,4,1,55,,2,2,1,2,1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
442,1,41,1,3,3,3,8,7,6,4,7,4,4,7,1,4,2,32,2,5,4,5,2,2,3,3,2,5,7,7,7,3,7,3,7,7,7,7,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
443,2,27,1,7,4,4,4,6,3,5,3,4,1,6,2,4,1,38,4,5,5,4,2,2,4,5,4,5,7,7,7,7,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
444,1,30,2,13,6,6,2,4,4,7,7,4,7,4,3,12,1,28,4,1,1,3,2,2,3,3,3,2,4,1,4,4,1,6,5,1,4,4,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
445,2,24,1,4,6,6,8,7,7,6,6,6,6,7,2,9,2,24,2,5,4,5,2,4,4,4,4,5,5,6,6,1,4,2,7,1,3,3,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
446,2,51,2,7,6,6,3,4,6,5,4,4,3,7,3,5,2,65,5,5,4,5,4,5,2,5,5,2,1,1,2,1,1,2,5,1,1,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
447,1,24,1,8,4,4,1,2,2,2,6,2,4,6,3,3,1,22,2,1,3,4,2,1,1,2,1,1,7,7,7,1,1,4,7,4,7,7,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
448,2,56,1,3,3,3,7,3,3,3,3,3,3,3,2,12,1,55,3,2,3,4,3,2,4,4,3,2,3,3,3,3,4,3,3,3,4,3,0,0,0,0,0.75,0,0,0.15,-0.05,-0.45,0,0,1.15,0,0,0.55,0,0.15,0,-0.45,0,0,1.15,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0,0,0.35,0.15,-0.05,-0.25,0
449,2,25,1,14,1,1,4,7,6,6,5,7,6,6,4,9,2,24,2,5,1,3,1,3,4,2,2,5,3,2,4,1,2,2,2,2,1,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
450,2,64,1,1,4,4,1,6,7,4,4,4,6,5,1,2,1,40,4,5,3,3,3,4,2,4,3,5,7,4,7,4,7,3,6,1,4,4,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0,0.15,-0.05,-0.25,0
451,1,42,1,9,2,2,8,7,7,5,6,5,4,5,1,9,2,45,2,2,2,2,2,3,3,2,2,4,7,7,7,5,7,5,7,6,7,7,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
452,2,30,1,12,2,3,4,6,3,4,5,5,4,6,1,13,1,29,2,3,3,4,3,4,2,3,2,4,6,3,5,3,3,4,6,3,5,6,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
453,1,20,2,20,6,7,7,4,4,4,6,5,6,5,4,4,1,60,2,2,2,1,2,1,3,1,2,3,4,2,3,1,1,3,3,1,2,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
454,2,32,1,20,2,2,9,3,7,5,3,5,1,7,4,3,2,60,1,3,4,1,4,2,3,1,5,4,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0.75,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
455,2,44,2,4,1,2,5,6,4,2,3,4,2,2,3,4,2,50,1,1,4,4,2,1,3,4,1,1,6,6,5,3,3,5,2,6,7,4,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
456,1,34,2,17,7,6,8,3,4,3,2,5,2,3,2,13,1,32,3,2,1,1,3,2,1,1,3,2,6,7,6,5,7,6,6,5,6,7,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
457,2,52,1,12,3,3,3,7,2,4,4,7,6,4,3,5,1,35,3,5,5,2,4,2,4,2,4,5,2,4,3,3,4,4,3,4,3,2,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
458,2,38,1,19,5,6,9,7,5,7,4,5,6,7,1,13,1,41,2,4,2,2,5,2,1,2,5,5,7,7,7,6,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
459,2,34,1,11,4,4,7,7,7,4,4,5,5,7,1,8,1,34,3,5,2,2,3,2,2,3,1,5,7,4,7,1,7,7,7,7,7,7,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,0,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0
460,1,27,1,9,1,1,10,2,3,1,4,2,2,2,1,10,2,32,4,3,4,5,5,2,4,4,5,3,7,7,7,2,7,6,7,7,7,7,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0
461,1,36,2,6,6,6,9,5,3,3,4,3,4,2,4,13,1,34,2,2,2,2,2,2,2,2,2,2,3,3,5,2,3,2,3,3,3,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
462,1,33,2,7,7,7,3,6,5,5,4,6,3,5,2,13,1,30,5,5,1,3,4,5,1,3,5,5,4,1,1,1,1,5,3,1,1,2,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
463,1,28,2,9,3,4,4,6,5,3,5,4,6,6,4,13,1,24,2,2,2,3,2,2,2,3,2,3,2,2,3,2,2,2,4,4,2,3,0,0,0,0,0,0.55,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
464,1,33,1,19,1,4,7,6,4,2,3,4,3,5,1,7,2,32,3,5,5,4,3,4,4,3,3,4,7,6,6,5,7,6,7,5,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
465,2,58,1,12,1,1,8,5,3,4,5,2,4,3,3,6,2,30,2,1,1,2,1,1,1,3,2,1,3,2,4,2,2,3,4,4,2,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
466,1,29,2,10,2,2,10,4,3,3,3,5,2,4,2,10,1,29,4,3,4,5,4,2,4,4,5,2,7,7,7,2,7,7,5,2,7,7,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
467,1,30,2,9,1,1,1,5,6,4,3,3,2,5,3,4,2,29,4,3,4,3,5,3,4,4,3,3,4,2,6,3,2,4,6,2,5,4,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
468,1,36,2,3,2,2,7,6,5,4,5,5,6,5,4,6,1,28,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
469,2,37,1,13,6,6,9,7,3,6,4,7,5,5,4,4,2,37,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,2,4,2,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
470,1,52,1,12,2,6,3,7,3,6,4,7,4,7,1,6,2,28,2,5,5,1,4,3,1,1,2,5,1,7,7,2,7,4,7,7,1,7,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
471,1,44,1,13,6,7,3,3,3,2,3,5,1,6,3,13,1,44,3,4,3,4,3,3,2,3,2,4,3,4,5,3,4,2,5,3,6,5,0,0,0,0.95,0.75,0.55,0.35,0.15,0,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
472,2,23,1,2,6,7,10,6,6,5,5,5,5,5,2,6,2,26,4,4,4,2,2,2,4,2,4,4,6,6,5,6,5,5,5,6,3,3,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
473,1,34,1,5,5,6,8,6,6,5,6,6,6,5,1,5,2,27,4,1,4,1,2,5,1,2,4,2,5,5,5,5,6,6,5,5,6,6,1.55,1.35,1.15,0,0,0.55,0.35,0,0,-0.25,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.45,0,0,0,0,0.75,0,0,0.15,-0.05,-0.45,1.55,1.35,0,0,0.75,0,0,0,-0.05,-0.25,0,0,0,0,0,0.55,0,0,0,-0.45,0,0,1.15,0,0.75,0.55,0.35,0,0,-0.25,1
474,1,28,1,11,3,2,8,5,6,4,4,4,4,7,2,10,1,29,2,2,4,2,2,2,4,2,2,2,5,3,5,3,5,5,6,5,3,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
475,2,34,2,13,1,1,7,6,7,6,4,5,2,7,2,13,2,33,3,4,2,3,4,4,3,3,2,4,2,1,6,1,4,1,6,1,4,2,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
476,1,37,1,13,2,5,8,4,5,4,3,5,6,4,4,2,1,45,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
477,2,25,2,6,3,3,3,6,7,6,7,6,7,7,3,7,1,25,1,1,1,3,2,1,1,2,1,1,7,7,7,7,7,7,7,1,7,7,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
