participant,sex,age,relat,income,poli_soc,poli_econ,trust_gen,HH1,HH2,HH3,HH4,HH5,HH6,HH7,HH8,HH9,HH10,AG1,AG2,AG3,AG4,AG5,AG6,AG7,AG8,AG9,AG10,DS1,DS2,DS3,DS4,DS5,DS6,DS7,target_sex,target_category,relate_length,partner_age,partner_proximity,partner_height,partner_weight,partner_attractive,partner_hygiene,comf1,comf2,comf3,comf4,comf5,comf6,comf7,comf8,comf9,comf10,75_109,75_94,75_79,75_64,75_49,75_34,75_19,75_4,75_-11,75_-26,19_28,19_24,19_20,19_16,19_12,19_9,19_5,19_1,19_-3,19_-7,46_67,46_58,46_48,46_39,46_30,46_21,46_12,46_2,46_-7,46_-16,English_exclude
66,1,27,1,9,3,4,4,4,2,3,4,2,3,3,2,2,3,4,2,4,4,4,4,3,4,4,4,7,5,6,5,5,4,6,1,1,11,26,2,17,17,8,10,3,2,2,3,2,2,5,4,1,4,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
67,1,31,1,25,2,3,7,2,2,1,2,2,4,2,4,2,5,2,1,1,2,2,1,3,2,2,3,5,7,5,3,6,4,5,1,1,13,31,1,9,8,6,11,3,2,2,2,1,6,6,1,2,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
68,1,34,1,12,4,5,2,2,5,4,5,3,5,5,5,3,5,2,4,3,2,2,2,4,3,2,2,4,2,4,3,6,5,2,1,1,13,33,1,15,14,8,9,3,3,2,1,3,4,1,3,2,2,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
69,1,27,1,9,3,5,1,5,5,2,4,5,3,3,4,5,5,1,2,2,5,1,4,4,5,4,4,4,5,4,5,4,3,6,1,1,13,26,1,8,9,6,10,3,6,6,4,1,4,6,3,4,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
70,2,23,2,1,4,4,2,4,3,4,4,4,2,4,4,4,3,2,4,4,4,2,4,2,4,4,2,6,2,3,6,3,5,1,1,1,9,23,8,15,6,8,8,6,6,6,2,4,5,7,3,6,2,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
71,1,26,1,8,7,7,8,4,1,2,4,4,3,2,4,4,4,1,4,2,4,2,2,2,2,4,2,6,6,4,5,6,2,5,2,1,13,25,2,3,2,9,10,7,7,7,3,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
72,1,24,1,8,2,1,7,5,4,4,2,5,5,4,5,1,4,4,5,2,4,4,4,4,5,2,2,5,5,5,6,6,5,6,2,1,9,23,4,7,8,8,10,6,2,5,1,6,5,7,3,5,6,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
73,2,29,1,12,1,1,8,4,5,2,4,4,5,4,2,4,5,3,2,3,5,3,4,4,5,4,5,4,4,4,3,5,6,3,2,1,5,30,1,4,3,7,9,7,2,7,5,3,5,7,2,6,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
74,2,25,1,10,4,4,4,3,2,3,4,3,3,3,4,4,3,4,2,1,4,3,2,4,2,3,4,6,4,1,4,4,6,2,2,1,5,30,8,8,13,7,6,4,5,7,2,2,6,7,4,3,6,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
75,1,32,1,12,5,5,8,4,4,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,4,5,5,5,6,5,2,1,4,26,5,9,7,8,10,6,3,5,2,5,5,6,3,6,6,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
76,1,27,2,5,3,4,7,2,4,3,4,2,4,3,4,5,5,4,5,4,5,4,4,2,5,4,4,2,3,1,2,3,2,2,2,1,6,28,4,6,3,6,9,7,4,7,4,5,3,7,4,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
77,1,26,1,10,7,7,11,5,1,5,3,4,2,3,1,5,5,5,5,4,5,5,5,5,4,5,1,7,4,7,7,4,4,7,2,1,4,25,3,6,8,8,8,7,3,5,2,6,7,7,3,2,7,1.55,0,1.15,0,0,0.55,0,0.15,0,-0.25,0,1.35,1.15,0,0,0,0,0.15,0,-0.25,0,0,0,0,0.75,0,0,0.15,0,-0.25,0
78,2,35,1,5,3,3,2,4,1,2,4,2,4,2,5,2,4,2,2,2,2,4,4,5,2,5,4,6,5,6,6,6,5,3,2,1,5,5,3,2,3,9,11,6,2,5,3,6,3,5,5,7,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
79,2,37,1,21,7,7,3,4,5,1,2,4,5,4,3,3,5,2,2,2,5,2,1,2,2,4,2,3,7,6,7,6,5,4,2,1,9,70,1,2,4,4,10,5,1,1,1,1,4,4,1,1,1,0,0,1.15,0.95,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
80,2,31,1,10,6,6,4,1,1,3,5,2,2,4,5,2,4,4,4,2,4,4,4,4,4,4,2,6,5,3,1,3,2,7,2,1,13,55,3,4,6,7,8,7,7,7,1,2,1,7,6,6,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
81,1,35,1,3,1,4,9,5,3,3,5,5,4,3,5,5,4,5,5,5,5,4,5,4,4,4,4,6,3,4,5,4,6,4,2,1,4,27,7,7,15,6,8,7,7,7,7,7,7,7,6,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
82,1,27,1,2,5,5,4,4,5,4,4,4,5,3,4,4,5,4,5,5,5,4,4,4,5,4,4,7,5,6,6,6,6,7,2,1,12,25,3,12,4,10,10,7,7,7,4,6,6,7,5,6,7,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
83,1,22,2,5,5,4,1,1,1,2,4,2,2,2,5,3,2,2,5,2,5,3,4,3,3,4,3,6,3,4,5,5,4,5,2,1,4,25,1,11,3,3,8,3,2,4,3,1,5,7,4,1,5,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0
84,1,62,1,9,2,2,3,2,5,4,4,2,5,5,5,2,5,4,4,2,4,4,4,5,4,2,2,1,2,2,1,2,1,1,2,1,13,62,8,8,4,9,10,7,7,7,6,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
85,2,46,1,8,1,1,5,5,1,4,4,5,2,3,5,4,1,1,4,4,2,1,3,3,2,3,2,3,3,2,2,2,4,2,2,1,13,49,1,9,16,4,10,7,6,7,6,7,7,7,6,7,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
86,2,29,2,16,1,5,2,5,4,1,5,5,5,1,4,5,5,3,4,3,4,3,2,2,3,3,3,7,7,6,7,6,7,7,2,1,13,28,1,5,5,6,10,1,1,5,1,1,1,6,1,1,3,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
87,1,28,1,11,7,5,1,4,5,2,3,5,5,3,3,2,5,1,1,1,2,1,2,1,2,2,1,7,5,4,3,5,6,5,2,1,5,20,3,9,3,9,10,7,5,7,4,2,3,5,1,5,7,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0,0.35,0.15,-0.05,-0.25,0
88,1,57,1,29,7,7,8,4,4,4,5,4,4,3,4,4,5,4,4,2,4,4,2,2,2,2,2,5,2,3,3,5,4,4,2,1,13,59,8,1,3,6,8,6,7,7,5,7,7,7,6,6,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
89,1,43,1,16,5,6,1,4,2,1,2,4,2,2,2,4,3,1,2,2,3,1,2,2,2,2,2,6,5,5,3,4,4,6,2,1,13,43,2,8,3,8,10,3,3,4,1,2,3,3,3,5,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
90,1,29,1,10,5,6,8,4,2,4,2,2,4,3,2,5,3,5,1,2,2,3,4,4,5,5,3,6,6,4,6,7,7,6,2,1,4,34,2,14,10,8,9,6,6,6,7,5,6,6,6,6,6,0,0,1.15,0.95,0,0,0.35,0,-0.05,-0.25,1.55,1.35,0,0.95,0,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0,0,0.55,0.35,0,0,-0.25,0
91,1,27,1,2,2,2,4,4,4,5,3,5,2,3,4,5,4,2,2,2,2,2,3,4,2,1,4,7,2,7,7,5,7,7,2,1,5,22,8,9,3,10,11,5,1,4,1,4,1,7,1,1,7,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
92,1,19,1,8,5,5,8,2,1,4,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,6,5,4,5,5,5,6,2,1,2,18,7,6,14,9,10,7,4,5,4,5,6,5,2,6,6,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
93,2,24,1,10,5,4,9,5,3,3,3,3,4,1,2,2,2,3,2,3,4,2,4,2,2,2,2,6,5,6,5,4,3,6,2,1,12,24,3,11,7,10,11,7,6,7,6,7,7,4,6,7,6,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0,0,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0,0.15,-0.05,-0.25,1
94,2,27,1,13,1,1,5,4,4,2,4,4,4,2,3,4,4,2,2,2,3,3,3,3,3,2,3,4,4,4,4,4,4,5,2,1,8,28,1,13,3,7,9,6,4,7,3,3,4,6,3,6,4,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
95,1,25,2,2,4,4,8,4,2,4,3,3,3,3,4,4,2,4,4,4,4,3,4,4,3,4,3,5,5,3,5,4,3,4,2,1,4,24,1,7,13,7,8,5,3,4,4,5,5,6,6,5,3,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
96,1,35,1,14,3,4,7,4,2,5,4,5,3,5,4,5,2,4,2,2,4,3,3,3,3,2,4,5,4,6,5,5,5,4,2,1,9,30,2,5,4,8,10,6,1,4,3,5,3,6,4,6,2,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
97,1,55,2,9,5,6,5,2,3,4,4,4,3,2,4,4,4,2,4,4,5,2,3,3,4,4,4,6,5,4,3,4,5,6,2,1,7,37,6,4,4,8,10,5,3,5,2,5,3,6,6,4,3,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
98,1,33,2,6,1,1,8,4,2,2,4,4,2,4,2,2,2,2,4,4,4,2,2,4,4,4,4,3,3,4,5,5,4,3,2,1,8,32,1,4,5,11,11,5,3,3,3,3,5,5,5,3,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
99,2,24,1,5,2,4,11,4,2,4,4,5,2,3,4,5,5,4,4,3,5,5,4,4,4,4,5,5,6,4,6,5,4,5,2,1,5,25,1,12,10,8,9,7,6,7,3,5,5,7,3,7,6,0,0,1.15,0,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.45,0
100,1,34,1,13,3,4,3,1,1,4,5,2,1,5,5,1,1,2,4,5,5,2,4,4,4,2,5,2,4,2,1,3,2,6,2,1,13,31,1,4,3,7,8,3,2,6,1,3,5,5,4,6,3,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
101,1,27,1,6,2,2,3,1,2,1,5,3,5,1,3,2,5,4,4,2,5,4,5,5,5,5,5,6,5,2,5,4,6,7,2,1,13,25,1,10,4,9,9,5,3,6,3,5,6,6,5,2,6,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,1.15,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
102,2,24,1,7,1,2,2,2,2,1,2,1,1,1,2,2,2,2,5,2,2,5,5,4,1,2,1,3,5,4,3,2,5,7,2,1,7,25,8,6,7,9,11,6,5,3,7,7,6,7,7,6,6,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,-0.45,0,0,0,0,0,0,0,0,0,-0.25,0
103,1,55,2,7,3,5,7,5,5,4,4,4,5,4,5,4,5,4,4,4,5,3,4,4,5,3,4,5,6,4,4,5,2,7,2,1,13,49,1,7,3,10,11,2,4,4,1,7,4,7,7,2,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
104,2,28,1,20,3,5,4,5,4,4,4,4,4,4,4,5,5,4,4,2,4,3,4,5,5,4,4,5,3,4,6,7,6,3,2,1,5,30,1,7,3,9,9,3,3,5,1,1,5,7,2,4,5,1.55,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
105,2,48,1,22,7,7,8,4,5,5,5,4,5,5,5,5,5,3,3,3,4,4,3,4,2,4,3,5,4,3,3,5,3,4,2,1,13,40,1,8,5,7,9,5,5,6,4,5,5,5,4,5,4,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0
106,1,33,1,12,4,5,7,2,2,2,2,2,2,2,1,2,4,2,3,2,4,2,2,2,3,2,4,7,7,7,4,5,5,7,2,1,7,27,3,6,8,4,9,5,3,4,1,2,1,4,2,5,2,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
107,2,29,1,10,2,2,7,4,5,5,4,3,4,3,5,4,5,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,6,2,1,13,28,5,9,5,9,10,2,1,1,1,1,3,1,2,1,4,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
108,1,42,1,5,6,6,1,5,3,1,3,5,5,5,3,1,5,3,3,3,5,3,5,3,3,3,3,4,4,4,4,4,4,4,2,1,13,42,8,14,14,11,6,7,7,7,1,7,7,7,7,7,7,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.45,0,0,0,0,0,0,0,0,-0.05,-0.45,0
109,1,71,1,10,3,4,8,4,4,3,4,4,4,3,4,5,4,4,3,2,3,3,4,2,2,2,2,7,6,5,5,7,6,6,2,1,13,68,8,4,3,8,10,5,6,6,2,6,3,7,3,5,5,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,1.15,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
110,2,29,1,10,4,4,5,3,4,3,4,4,4,3,3,3,5,2,4,2,4,3,4,2,3,3,3,5,4,4,3,4,3,4,2,1,10,28,3,6,7,7,9,6,4,6,3,6,6,6,4,5,5,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0,0,0,0,0,0,0,0,-0.05,-0.25,0
111,1,31,1,10,2,2,6,5,2,5,5,5,2,3,5,5,1,3,4,3,4,2,4,4,4,4,3,5,3,4,3,3,2,6,2,1,13,30,8,7,9,7,9,7,7,7,7,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
112,2,55,2,3,2,2,4,3,5,2,4,4,2,3,4,5,5,2,4,5,5,4,4,3,4,3,4,7,5,4,4,7,4,7,2,1,13,50,1,7,8,11,11,4,4,7,1,4,7,7,7,4,7,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,1.35,1.15,0.95,0.75,0,0.35,0.15,-0.05,-0.25,0
113,1,23,1,8,4,4,9,4,2,3,3,4,3,4,4,4,3,3,2,2,3,1,2,2,3,3,2,4,6,6,4,4,5,5,2,1,6,23,1,4,2,9,11,5,5,6,5,4,4,4,5,5,6,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
114,1,27,1,7,3,3,7,4,2,3,2,3,3,3,3,4,4,3,3,3,4,3,3,4,4,3,2,4,5,5,4,5,5,4,2,1,4,26,4,3,8,7,6,5,5,4,4,4,4,4,,4,4,0,0,0,0,0,0,0,0.15,0,-0.25,0,0,0,0,0,0,0.35,0,0,-0.45,1.55,0,0,0.95,0.75,0,0,0,-0.05,-0.25,0
115,1,31,1,6,5,7,3,1,1,3,1,3,4,4,5,3,4,4,5,1,4,5,4,5,4,3,1,1,2,6,3,5,7,5,2,1,13,30,1,6,5,4,11,7,6,7,1,6,5,4,4,2,6,1.55,1.35,1.15,0.95,0,0,0,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0,-0.05,-0.25,0,0,1.15,0,0,0.55,0,0,0,-0.45,0
116,1,27,1,11,2,2,8,2,4,4,5,4,2,3,4,4,5,2,4,4,4,4,4,4,3,4,4,5,5,5,6,6,4,6,2,1,9,24,2,6,4,8,10,5,5,7,3,7,5,7,4,6,7,0,0,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
117,1,19,2,1,4,4,4,3,3,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,7,18,1,11,4,11,6,7,7,7,7,7,7,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
118,1,44,1,7,4,7,8,5,4,3,4,4,5,2,4,4,5,5,5,5,5,5,4,4,4,4,5,6,3,7,2,5,3,7,2,1,10,48,4,7,9,8,10,6,2,5,4,7,3,7,6,5,7,1.55,1.35,1.15,0.95,0.75,0,0.35,0,-0.05,-0.25,0,0,1.15,0,0,0,0,0,-0.05,-0.25,0,1.35,1.15,0,0.75,0.55,0,0,-0.05,-0.25,0
119,1,34,2,21,2,2,4,3,4,2,3,3,4,3,4,3,5,1,2,2,3,1,2,2,3,2,2,5,2,3,6,3,4,4,2,1,13,35,1,6,9,6,10,5,4,5,4,6,6,6,5,6,5,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
120,2,60,2,2,1,3,8,1,2,1,4,1,2,3,3,2,1,2,2,2,2,4,4,2,2,2,2,3,3,3,3,4,3,4,2,1,13,67,8,5,6,6,9,5,2,7,2,5,6,7,1,5,1,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
121,1,29,2,3,7,7,5,5,4,4,4,4,4,4,4,5,4,2,2,1,1,4,2,2,2,4,2,4,2,3,4,6,4,2,2,1,7,35,1,10,7,7,8,7,2,6,3,6,6,6,3,7,6,0,0,1.15,0,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
122,1,35,2,1,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,5,4,4,3,3,3,5,2,1,13,50,8,11,4,6,9,7,3,7,3,7,3,7,7,7,7,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
123,2,60,2,5,4,4,9,5,5,3,5,4,5,2,4,5,5,2,4,2,5,3,4,4,4,4,4,6,3,4,6,7,7,6,2,1,8,40,8,2,2,6,10,4,7,7,2,6,7,7,6,3,6,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
124,2,33,1,9,1,1,6,4,4,3,4,4,4,3,4,4,4,4,2,1,2,3,3,3,3,3,3,5,5,4,5,4,4,6,2,1,13,33,3,9,15,7,8,4,3,4,3,3,3,4,3,3,4,0,0,0,0.95,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0,0.15,-0.05,-0.25,0,0,0,0.95,0,0,0.35,0.15,-0.05,-0.25,0
125,2,54,1,5,6,6,4,5,5,4,5,4,5,3,4,5,5,5,4,4,5,5,4,2,4,4,4,7,3,3,6,5,6,3,2,1,13,49,1,4,5,6,8,5,2,5,3,5,3,7,3,6,6,0,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
126,2,54,1,8,6,6,9,4,5,4,3,5,5,5,5,5,5,2,4,4,5,2,3,4,5,3,5,7,4,5,5,7,4,7,2,1,13,54,1,9,6,9,10,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0.75,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
127,2,31,2,8,2,3,11,2,5,2,3,5,4,3,4,2,5,2,4,4,4,3,4,4,4,4,2,3,2,3,3,5,2,4,2,1,13,43,1,8,5,9,10,5,4,7,4,4,5,7,6,3,5,0,0,0,0,0,0,0,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0
128,1,38,1,17,2,2,9,4,1,2,3,4,2,2,3,4,2,4,4,2,2,5,4,3,3,4,2,7,4,6,5,5,2,6,2,1,13,34,1,10,3,10,11,7,7,7,4,7,7,7,5,7,6,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0,0.35,0.15,-0.05,-0.25,0,0,0,0,0,0.55,0.35,0.15,-0.05,-0.25,0
129,1,38,1,9,4,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,6,7,1,4,4,2,1,6,35,1,3,11,11,11,7,7,7,7,7,7,7,7,7,7,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,1.55,1.35,1.15,0.95,0.75,0.55,0.35,0.15,-0.05,-0.25,0
